Reporting Area,MMWR Year,MMWR Week,"Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2018†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2018†, flag","Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Max†","Chlamydia trachomatis infection, Previous 52 weeks Max†, flag","Chlamydia trachomatis infection, Cum 2019†","Chlamydia trachomatis infection, Cum 2019†, flag","Chlamydia trachomatis infection, Cum 2018†","Chlamydia trachomatis infection, Cum 2018†, flag","Chancroid, Current week","Chancroid, Current week, flag","Chancroid, Previous 52 weeks Max†","Chancroid, Previous 52 weeks Max†, flag","Chancroid, Cum 2019†","Chancroid, Cum 2019†, flag","Chancroid, Cum 2018†","Chancroid, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
NEW HAMPSHIRE,2019,13,,NP,,NC,,NP,,NN,87,,116,,929,,1082,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191306
RHODE ISLAND,2019,13,,NP,,NC,,NP,,NN,,-,529,,388,,673,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191307
VERMONT,2019,13,,NP,,NC,,NP,,NN,10,,50,,192,,460,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191308
MIDDLE ATLANTIC,2019,13,,NP,,NC,,NP,,NN,3048,,4826,,52272,,51000,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20191309
NEW JERSEY,2019,13,,NP,,NC,,NP,,NN,547,,950,,9139,,8821,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20191310
NEW YORK,2019,13,,NP,,NC,,NP,,NN,958,,1686,,11075,,10939,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20191311
NEW YORK CITY,2019,13,,NP,,NC,,NP,,NN,772,,1686,,17782,,17985,,,-,0,,,-,,-,,NEW YORK CITY,20191312
PENNSYLVANIA,2019,13,,NP,,NC,,NP,,NN,771,,1370,,14276,,13255,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20191313
EAST NORTH CENTRAL,2019,13,,NP,,NC,,NP,,NN,1201,,5583,,48032,,60774,,,-,1,,1,,,-,,EAST NORTH CENTRAL,20191314
ILLINOIS,2019,13,,NP,,NC,,NP,,NN,62,,1659,,7668,,18790,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20191315
INDIANA,2019,13,,NP,,NC,,NP,,NN,,-,983,,7595,,8040,,,-,1,,1,,,-,"INDIANA
(39.919991, -86.2818)",,20191316
MICHIGAN,2019,13,,NP,,NC,,NP,,NN,324,,1273,,10517,,12082,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20191317
OHIO,2019,13,,NP,,NC,,NP,,NN,479,,1478,,15421,,15627,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20191318
WISCONSIN,2019,13,,NP,,NC,,NP,,NN,336,,640,,6831,,6235,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20191319
WEST NORTH CENTRAL,2019,13,,NP,,NC,,NP,,NN,644,,2309,,20018,,25276,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20191320
IOWA,2019,13,,NP,,NC,,NP,,NN,56,,333,,3294,,3485,,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20191321
KANSAS,2019,13,,NP,,NC,,NP,,NN,138,,344,,3305,,3368,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20191322
MINNESOTA,2019,13,,NP,,NC,,NP,,NN,,-,561,,2462,,5800,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191323
MISSOURI,2019,13,,NP,,NC,,NP,,NN,402,,846,,8413,,8541,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20191324
NEBRASKA,2019,13,,NP,,NC,,NP,,NN,,-,254,,1113,,2143,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20191325
NORTH DAKOTA,2019,13,,NP,,NC,,NP,,NN,1,,81,,411,,840,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191326
SOUTH DAKOTA,2019,13,,NP,,NC,,NP,,NN,47,,108,,1020,,1099,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191327
SOUTH ATLANTIC,2019,13,,NP,,NC,,NP,,NN,2124,,7869,,62518,,96575,,,-,1,,,-,,-,,SOUTH ATLANTIC,20191328
DELAWARE,2019,13,,NP,,NC,,NP,,NN,,-,302,,1226,,1390,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191329
DISTRICT OF COLUMBIA,2019,13,,NP,,NC,,NP,,NN,,-,264,,,-,2301,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191330
FLORIDA,2019,13,,NP,,NC,,NP,,NN,1178,,2491,,24789,,24759,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20191331
GEORGIA,2019,13,,NP,,NC,,NP,,NN,,-,1527,,10132,,16911,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20191332
MARYLAND,2019,13,,NP,,NC,,NP,,NN,73,,777,,4667,,8959,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20191333
NORTH CAROLINA,2019,13,,NP,,NC,,NP,,NN,1,,1481,,9760,,16386,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20191334
SOUTH CAROLINA,2019,13,,NP,,NC,,NP,,NN,,-,1489,,,-,14447,,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191335
VIRGINIA,2019,13,,NP,,NC,,NP,,NN,872,,1258,,11944,,10527,,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20191336
WEST VIRGINIA,2019,13,,NP,,NC,,NP,,NN,,-,114,,,-,895,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20191337
EAST SOUTH CENTRAL,2019,13,,NP,,NC,,NP,,NN,344,,2441,,18229,,23287,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20191338
ALABAMA,2019,13,,NP,,NC,,NP,,NN,,-,886,,7319,,6996,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20191339
KENTUCKY,2019,13,,NP,,NC,,NP,,NN,,-,578,,,-,1349,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20191340
MISSISSIPPI,2019,13,,NP,,NC,,NP,,NN,123,,553,,4054,,5512,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20191341
TENNESSEE,2019,13,,NP,,NC,,NP,,NN,221,,955,,6856,,9430,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20191342
WEST SOUTH CENTRAL,2019,13,,NP,,NC,,NP,,NN,265,,4800,,11776,,55575,,,-,1,,,-,,-,,WEST SOUTH CENTRAL,20191343
ARKANSAS,2019,13,,NP,,NC,,NP,,NN,,-,418,,1018,,4349,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20191344
LOUISIANA,2019,13,,NP,,NC,,NP,,NN,194,,854,,7625,,8912,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191345
OKLAHOMA,2019,13,,NP,,NC,,NP,,NN,71,,420,,3133,,4225,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20191346
TEXAS,2019,13,,NP,,NC,,NP,,NN,,-,3289,,,-,38089,,,-,1,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20191347
MOUNTAIN,2019,13,,NP,,NC,,NP,,NN,1481,,2866,,24469,,30104,,,-,1,,,-,1,,,MOUNTAIN,20191348
ARIZONA,2019,13,,NP,,NC,,NP,,NN,421,,954,,9068,,10152,,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20191349
COLORADO,2019,13,,NP,,NC,,NP,,NN,749,,952,,7172,,6403,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20191350
IDAHO,2019,13,,NP,,NC,,NP,,NN,,-,198,,822,,1698,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20191351
MONTANA,2019,13,,NP,,NC,,NP,,NN,65,,142,,1072,,1321,,,-,1,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20191352
NEVADA,2019,13,,NP,,NC,,NP,,NN,,-,439,,176,,3833,,,-,0,,,-,1,,"NEVADA
(39.283294, -114.916992)",,20191353
NEW MEXICO,2019,13,,NP,,NC,,NP,,NN,49,,328,,3023,,3481,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20191354
UTAH,2019,13,,NP,,NC,,NP,,NN,173,,250,,2672,,2641,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20191355
WYOMING,2019,13,,NP,,NC,,NP,,NN,24,,63,,464,,575,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191356
PACIFIC,2019,13,,NP,,NC,,NP,,NN,1429,,6157,,65197,,74602,,,-,1,,,-,1,,,PACIFIC,20191357
ALASKA,2019,13,,NP,,NC,,NP,,NN,,-,152,,,-,1600,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20191358
CALIFORNIA,2019,13,,NP,,NC,,NP,,NN,496,,5088,,53309,,58147,,,-,0,,,-,1,,"CALIFORNIA
(37.211164, -119.662127)",,20191359
HAWAII,2019,13,,NP,,NC,,NP,,NN,,-,298,,,-,3627,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191360
OREGON,2019,13,,NP,,NC,,NP,,NN,352,,491,,4558,,5032,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20191361
WASHINGTON,2019,13,,NP,,NC,,NP,,NN,581,,885,,7330,,6196,,,-,1,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20191362
US TERRITORIES,2019,13,,NP,,NC,,NP,,NN,97,,249,,1409,,1516,,,-,0,,,-,,-,,US TERRITORIES,20191363
AMERICAN SAMOA,2019,13,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20191364
NORTHERN MARIANA ISLANDS,2019,13,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191365
GUAM,2019,13,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191366
PUERTO RICO,2019,13,,NP,,NC,,NP,,NN,97,,243,,1409,,1394,,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191367
U.S. VIRGIN ISLANDS,2019,13,,NP,,NC,,NP,,NN,,-,18,,,-,122,,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191368
NON-US RESIDENTS,2019,13,,NP,,NC,,NP,,NN,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191369
TOTAL,2019,13,,NP,,NC,,NP,,NN,11151,,36107,,313687,,429469,,,-,1,,1,,2,,,TOTAL,20191370
US RESIDENTS,2019,14,,NP,,NC,,NP,,NN,11493,,36126,,346638,,459636,,,-,1,,1,,2,,,US RESIDENTS,20191401
NEW ENGLAND,2019,14,,NP,,NC,,NP,,NN,228,,1052,,10221,,11634,,,-,0,,,-,,-,,NEW ENGLAND,20191402
CONNECTICUT,2019,14,,NP,,NC,,NP,,NN,,U,,NC,,U,,U,,U,,NC,,U,,U,"CONNECTICUT
(41.575155, -72.738288)",,20191403
MAINE,2019,14,,NP,,NC,,NP,,NN,74,,124,,1127,,1233,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191404
MASSACHUSETTS,2019,14,,NP,,NC,,NP,,NN,,-,701,,7343,,7970,,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20191405
NEW HAMPSHIRE,2019,14,,NP,,NC,,NP,,NN,69,,107,,997,,1159,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191406
RHODE ISLAND,2019,14,,NP,,NC,,NP,,NN,65,,529,,542,,778,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191407
VERMONT,2019,14,,NP,,NC,,NP,,NN,20,,50,,212,,494,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191408
MIDDLE ATLANTIC,2019,14,,NP,,NC,,NP,,NN,3255,,4827,,56166,,54949,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20191409
NEW JERSEY,2019,14,,NP,,NC,,NP,,NN,420,,950,,9705,,9488,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20191410
NEW YORK,2019,14,,NP,,NC,,NP,,NN,1048,,1686,,12084,,11852,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20191411
NEW YORK CITY,2019,14,,NP,,NC,,NP,,NN,851,,1688,,18903,,19304,,,-,0,,,-,,-,,NEW YORK CITY,20191412
PENNSYLVANIA,2019,14,,NP,,NC,,NP,,NN,936,,1370,,15474,,14305,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20191413
EAST NORTH CENTRAL,2019,14,,NP,,NC,,NP,,NN,1243,,5583,,51920,,65715,,,-,1,,1,,,-,,EAST NORTH CENTRAL,20191414
ILLINOIS,2019,14,,NP,,NC,,NP,,NN,89,,1659,,8872,,20213,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20191415
INDIANA,2019,14,,NP,,NC,,NP,,NN,,-,983,,7595,,8889,,,-,1,,1,,,-,"INDIANA
(39.919991, -86.2818)",,20191416
MICHIGAN,2019,14,,NP,,NC,,NP,,NN,213,,1273,,11315,,13024,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20191417
OHIO,2019,14,,NP,,NC,,NP,,NN,624,,1478,,16784,,16835,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20191418
WISCONSIN,2019,14,,NP,,NC,,NP,,NN,317,,640,,7354,,6754,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20191419
WEST NORTH CENTRAL,2019,14,,NP,,NC,,NP,,NN,647,,2309,,22263,,27203,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20191420
IOWA,2019,14,,NP,,NC,,NP,,NN,52,,333,,3590,,3790,,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20191421
KANSAS,2019,14,,NP,,NC,,NP,,NN,141,,344,,3640,,3648,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20191422
MINNESOTA,2019,14,,NP,,NC,,NP,,NN,12,,561,,3310,,6227,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191423
MISSOURI,2019,14,,NP,,NC,,NP,,NN,428,,846,,9144,,9130,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20191424
NEBRASKA,2019,14,,NP,,NC,,NP,,NN,,-,254,,1113,,2325,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20191425
NORTH DAKOTA,2019,14,,NP,,NC,,NP,,NN,,-,81,,413,,899,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191426
SOUTH DAKOTA,2019,14,,NP,,NC,,NP,,NN,14,,108,,1053,,1184,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191427
SOUTH ATLANTIC,2019,14,,NP,,NC,,NP,,NN,2808,,7784,,69646,,104055,,,-,1,,,-,,-,,SOUTH ATLANTIC,20191428
DELAWARE,2019,14,,NP,,NC,,NP,,NN,,-,302,,1226,,1390,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191429
DISTRICT OF COLUMBIA,2019,14,,NP,,NC,,NP,,NN,,-,264,,,-,2473,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191430
FLORIDA,2019,14,,NP,,NC,,NP,,NN,1378,,2491,,27085,,26756,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20191431
GEORGIA,2019,14,,NP,,NC,,NP,,NN,377,,1527,,11840,,18096,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20191432
MARYLAND,2019,14,,NP,,NC,,NP,,NN,91,,781,,5301,,9647,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20191433
NORTH CAROLINA,2019,14,,NP,,NC,,NP,,NN,,-,1482,,11289,,17604,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20191434
SOUTH CAROLINA,2019,14,,NP,,NC,,NP,,NN,,-,1220,,,-,15666,,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191435
VIRGINIA,2019,14,,NP,,NC,,NP,,NN,962,,1258,,12905,,11415,,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20191436
WEST VIRGINIA,2019,14,,NP,,NC,,NP,,NN,,-,114,,,-,1008,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20191437
EAST SOUTH CENTRAL,2019,14,,NP,,NC,,NP,,NN,864,,2441,,22771,,25022,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20191438
ALABAMA,2019,14,,NP,,NC,,NP,,NN,510,,937,,8528,,7486,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20191439
KENTUCKY,2019,14,,NP,,NC,,NP,,NN,,-,578,,,-,1408,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20191440
MISSISSIPPI,2019,14,,NP,,NC,,NP,,NN,179,,554,,4527,,5931,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20191441
TENNESSEE,2019,14,,NP,,NC,,NP,,NN,175,,962,,9716,,10197,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20191442
WEST SOUTH CENTRAL,2019,14,,NP,,NC,,NP,,NN,320,,4800,,12988,,60173,,,-,1,,,-,,-,,WEST SOUTH CENTRAL,20191443
ARKANSAS,2019,14,,NP,,NC,,NP,,NN,,-,418,,1145,,4716,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20191444
LOUISIANA,2019,14,,NP,,NC,,NP,,NN,254,,854,,8418,,9513,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191445
OKLAHOMA,2019,14,,NP,,NC,,NP,,NN,66,,420,,3425,,4577,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20191446
TEXAS,2019,14,,NP,,NC,,NP,,NN,,-,3289,,,-,41367,,,-,1,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20191447
MOUNTAIN,2019,14,,NP,,NC,,NP,,NN,923,,2866,,30120,,32438,,,-,1,,,-,1,,,MOUNTAIN,20191448
ARIZONA,2019,14,,NP,,NC,,NP,,NN,427,,955,,10517,,10950,,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20191449
COLORADO,2019,14,,NP,,NC,,NP,,NN,,-,952,,7172,,6923,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20191450
IDAHO,2019,14,,NP,,NC,,NP,,NN,,-,198,,822,,1787,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20191451
MONTANA,2019,14,,NP,,NC,,NP,,NN,81,,142,,1180,,1394,,,-,1,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20191452
NEVADA,2019,14,,NP,,NC,,NP,,NN,198,,439,,3759,,4201,,,-,0,,,-,1,,"NEVADA
(39.283294, -114.916992)",,20191453
NEW MEXICO,2019,14,,NP,,NC,,NP,,NN,42,,323,,3297,,3745,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20191454
UTAH,2019,14,,NP,,NC,,NP,,NN,142,,250,,2864,,2832,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20191455
WYOMING,2019,14,,NP,,NC,,NP,,NN,33,,63,,509,,606,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191456
PACIFIC,2019,14,,NP,,NC,,NP,,NN,1205,,6297,,70543,,78447,,,-,1,,,-,1,,,PACIFIC,20191457
ALASKA,2019,14,,NP,,NC,,NP,,NN,,-,152,,,-,1735,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20191458
CALIFORNIA,2019,14,,NP,,NC,,NP,,NN,431,,5141,,57875,,62502,,,-,0,,,-,1,,"CALIFORNIA
(37.211164, -119.662127)",,20191459
HAWAII,2019,14,,NP,,NC,,NP,,NN,,-,187,,,-,2044,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191460
OREGON,2019,14,,NP,,NC,,NP,,NN,335,,491,,4899,,5403,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20191461
WASHINGTON,2019,14,,NP,,NC,,NP,,NN,439,,885,,7769,,6763,,,-,1,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20191462
US TERRITORIES,2019,14,,NP,,NC,,NP,,NN,,-,249,,1409,,1682,,,-,0,,,-,,-,,US TERRITORIES,20191463
AMERICAN SAMOA,2019,14,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20191464
NORTHERN MARIANA ISLANDS,2019,14,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191465
GUAM,2019,14,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191466
PUERTO RICO,2019,14,,NP,,NC,,NP,,NN,,-,243,,1409,,1550,,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191467
U.S. VIRGIN ISLANDS,2019,14,,NP,,NC,,NP,,NN,,-,18,,,-,132,,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191468
NON-US RESIDENTS,2019,14,,NP,,NC,,NP,,NN,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191469
TOTAL,2019,14,,NP,,NC,,NP,,NN,11493,,36267,,348047,,461318,,,-,1,,1,,2,,,TOTAL,20191470
US RESIDENTS,2019,25,,NP,,NC,,NP,,NN,11933,,36910,,697217,,830044,,,-,2,,4,,2,,,US RESIDENTS,20192501
NEW ENGLAND,2019,25,,NP,,NC,,NP,,NN,692,,1381,,20568,,28173,,,-,1,,1,,,-,,NEW ENGLAND,20192502
CONNECTICUT,2019,25,,NP,,NC,,NP,,NN,,-,352,,,-,6878,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20192503
PUERTO RICO,2019,27,,NP,,NC,,NP,,NN,97,,243,,2615,,2936,,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20192767
U.S. VIRGIN ISLANDS,2019,27,,NP,,NC,,NP,,NN,,-,15,,,-,242,,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192768
NON-US RESIDENTS,2019,27,,NP,,NC,,NP,,NN,,-,,NC,1,,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20192769
TOTAL,2019,27,,NP,,NC,,NP,,NN,8241,,37050,,761938,,895092,,,-,2,,4,,2,,,TOTAL,20192770
US RESIDENTS,2019,29,,NP,,NC,,NP,,NN,13243,,36910,,824233,,960387,,1,,2,,5,,2,,,US RESIDENTS,20192901
NEW ENGLAND,2019,29,,NP,,NC,,NP,,NN,681,,1381,,24409,,32308,,,-,1,,1,,,-,,NEW ENGLAND,20192902
CONNECTICUT,2019,29,,NP,,NC,,NP,,NN,,-,352,,,-,7734,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20192903
MAINE,2019,29,,NP,,NC,,NP,,NN,51,,125,,2092,,2356,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20192904
MASSACHUSETTS,2019,29,,NP,,NC,,NP,,NN,440,,728,,17088,,16400,,,-,1,,1,,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20192905
NEW HAMPSHIRE,2019,29,,NP,,NC,,NP,,NN,82,,107,,1955,,2128,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20192906
RHODE ISLAND,2019,29,,NP,,NC,,NP,,NN,92,,529,,2620,,2753,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20192907
VERMONT,2019,29,,NP,,NC,,NP,,NN,16,,50,,654,,937,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20192908
MIDDLE ATLANTIC,2019,29,,NP,,NC,,NP,,NN,3277,,4866,,119948,,118018,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20192909
NEW JERSEY,2019,29,,NP,,NC,,NP,,NN,540,,949,,21100,,19782,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20192910
NEW YORK,2019,29,,NP,,NC,,NP,,NN,933,,1082,,25029,,25852,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20192911
NEW YORK CITY,2019,29,,NP,,NC,,NP,,NN,929,,1708,,41446,,39985,,,-,0,,,-,,-,,NEW YORK CITY,20192912
PENNSYLVANIA,2019,29,,NP,,NC,,NP,,NN,875,,1379,,32373,,32399,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20192913
EAST NORTH CENTRAL,2019,29,,NP,,NC,,NP,,NN,1750,,5661,,124242,,137004,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20192914
ILLINOIS,2019,29,,NP,,NC,,NP,,NN,50,,1702,,29891,,41835,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20192915
INDIANA,2019,29,,NP,,NC,,NP,,NN,337,,997,,18275,,18366,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20192916
MICHIGAN,2019,29,,NP,,NC,,NP,,NN,316,,1257,,25327,,27477,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20192917
OHIO,2019,29,,NP,,NC,,NP,,NN,638,,1502,,35285,,34314,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20192918
WISCONSIN,2019,29,,NP,,NC,,NP,,NN,409,,640,,15464,,15012,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20192919
WEST NORTH CENTRAL,2019,29,,NP,,NC,,NP,,NN,796,,2328,,51312,,55905,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20192920
IOWA,2019,29,,NP,,NC,,NP,,NN,73,,342,,6351,,7747,,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20192921
KANSAS,2019,29,,NP,,NC,,NP,,NN,172,,339,,7605,,7502,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20192922
