Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2018","Chlamydia trachomatis infection, Cum 2018, flag","Chlamydia trachomatis infection, Cum 2017","Chlamydia trachomatis infection, Cum 2017, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2018","Coccidioidomycosis, Cum 2018, flag","Coccidioidomycosis, Cum 2017","Coccidioidomycosis, Cum 2017, flag",Location 1,Location 2
INDIANA,2018,4,353,,649,,891,,1917,,2456,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
ILLINOIS,2018,4,75,,1071,,1599,,1360,,5636,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
NEVADA,2018,4,,-,261,,350,,15,,944,,,-,3,,10,,1,,7,,"NEVADA
(39.491833, -117.070159)",
MISSISSIPPI,2018,4,,-,378,,736,,684,,593,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
NEW ENGLAND,2018,4,402,,1015,,1302,,1864,,4252,,,-,0,,1,,,-,,-,,
ARKANSAS,2018,4,1,,207,,718,,2,,309,,2,,0,,2,,2,,,-,"ARKANSAS
(34.748745, -92.275105)",
TENNESSEE,2018,4,209,,654,,915,,635,,2986,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
KANSAS,2018,4,112,,265,,314,,737,,1017,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
CONNECTICUT,2018,4,,-,202,,530,,,-,750,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
W.N. CENTRAL,2018,4,334,,1898,,2224,,2916,,7305,,,-,2,,5,,3,,8,,,
IDAHO,2018,4,,-,114,,179,,310,,20,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
OREGON,2018,4,441,,365,,545,,1498,,1203,,,-,0,,2,,,-,,-,"OREGON
(44.567912, -120.156945)",
MINNESOTA,2018,4,,-,437,,531,,,-,1836,,,-,1,,4,,,-,7,,"MINNESOTA
(46.357661, -94.793397)",
DIST. OF COL.,2018,4,,-,163,,426,,475,,713,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
WYOMING,2018,4,,-,41,,78,,,-,122,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
PACIFIC,2018,4,1594,,5333,,5813,,14775,,20775,,7,,76,,139,,84,,353,,,
OHIO,2018,4,531,,1171,,1316,,3611,,4840,,,-,0,,4,,,-,2,,"OHIO
(40.056807, -82.405897)",
NEW HAMPSHIRE,2018,4,,-,76,,185,,,-,693,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
AMER. SAMOA,2018,4,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
HAWAII,2018,4,,-,131,,181,,,-,594,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
E.N. CENTRAL,2018,4,1618,,4426,,5208,,10489,,19258,,,-,1,,4,,,-,8,,,
MONTANA,2018,4,,-,89,,163,,192,,387,,,-,0,,3,,,-,2,,"MONTANA
(47.062617, -109.430168)",
C.N.M.I.,2018,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW YORK,2018,4,916,,876,,1535,,2832,,2563,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
WASHINGTON,2018,4,757,,475,,615,,1734,,1906,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
ARIZONA,2018,4,689,,761,,1625,,1472,,1911,,233,,118,,324,,1022,,511,,"ARIZONA
(34.869712, -111.760902)",
NEW JERSEY,2018,4,266,,684,,846,,2052,,2712,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
MARYLAND,2018,4,,-,627,,1245,,906,,858,,,-,0,,2,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
ALABAMA,2018,4,,-,558,,953,,1071,,2199,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
GEORGIA,2018,4,505,,1219,,1442,,2878,,5065,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
OKLAHOMA,2018,4,53,,341,,405,,601,,1335,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
TEXAS,2018,4,,-,2865,,4061,,,-,11314,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
NORTH DAKOTA,2018,4,,-,62,,78,,2,,245,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MASSACHUSETTS,2018,4,398,,574,,683,,1841,,2157,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
UNITED STATES,2018,4,11525,,32269,,35303,,63132,,122104,,243,,225,,378,,1115,,891,,,
GUAM,2018,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
E.S. CENTRAL,2018,4,209,,2015,,2758,,2390,,7301,,,-,0,,1,,,-,1,,,
VERMONT,2018,4,,-,23,,50,,,-,147,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
S. ATLANTIC,2018,4,2312,,6773,,8367,,11766,,23296,,,-,0,,2,,,-,,-,,
WISCONSIN,2018,4,369,,546,,643,,1723,,2231,,,-,0,,1,,,-,2,,"WISCONSIN
(44.395526, -89.834513)",
SOUTH CAROLINA,2018,4,,-,592,,2152,,,-,2362,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
CALIFORNIA,2018,4,396,,4239,,4729,,11479,,16687,,7,,76,,139,,84,,353,,"CALIFORNIA
(37.640735, -121.002435)",
WEST VIRGINIA,2018,4,,-,74,,130,,,-,382,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
DELAWARE,2018,4,,-,102,,149,,,-,353,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
PENNSYLVANIA,2018,4,1037,,1105,,2003,,3744,,7273,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
COLORADO,2018,4,574,,495,,790,,1895,,1882,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
MAINE,2018,4,,-,61,,137,,,-,427,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2018,4,4,,86,,262,,23,,78,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
VIRGIN ISL.,2018,4,,-,10,,21,,,-,42,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
UTAH,2018,4,151,,196,,272,,633,,810,,,-,0,,4,,,-,1,,"UTAH
(39.359772, -111.584173)",
W.S. CENTRAL,2018,4,496,,4047,,5416,,1139,,14804,,2,,0,,3,,2,,,-,,
NORTH CAROLINA,2018,4,4,,1177,,1386,,20,,4881,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
IOWA,2018,4,,-,262,,338,,390,,1018,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
VIRGINIA,2018,4,727,,759,,1605,,2624,,2637,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
MISSOURI,2018,4,174,,631,,840,,1453,,2225,,,-,0,,2,,2,,1,,"MISSOURI
(38.636168, -92.566292)",
NEW YORK CITY,2018,4,864,,1419,,1588,,4305,,5677,,,N,0,,0,,,N,,N,,
LOUISIANA,2018,4,442,,625,,1678,,536,,1846,,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
KENTUCKY,2018,4,,-,371,,512,,,-,1523,,,-,0,,1,,,-,1,,"KENTUCKY
(37.64591, -84.774043)",
NEBRASKA,2018,4,48,,165,,233,,195,,605,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
SOUTH DAKOTA,2018,4,,-,80,,120,,139,,359,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
MICHIGAN,2018,4,290,,933,,1093,,1878,,4095,,,-,0,,2,,,-,4,,"MICHIGAN
(44.66399, -84.711206)",
FLORIDA,2018,4,1076,,2009,,2424,,4863,,6045,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
MOUNTAIN,2018,4,1477,,2280,,3028,,4860,,6888,,234,,123,,327,,1026,,521,,,
NEW MEXICO,2018,4,63,,247,,435,,343,,812,,1,,0,,2,,3,,,-,"NEW MEXICO
(34.520396, -106.244402)",
PUERTO RICO,2018,4,,-,109,,241,,39,,685,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
TEXAS,2018,5,3372,,2847,,3534,,4597,,14848,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
C.N.M.I.,2018,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
ARKANSAS,2018,5,1,,211,,737,,4,,387,,,-,0,,2,,2,,,-,"ARKANSAS
(34.748745, -92.275105)",
MARYLAND,2018,5,461,,626,,1247,,1561,,1461,,,-,0,,2,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
NEBRASKA,2018,5,53,,165,,233,,302,,718,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
WASHINGTON,2018,5,590,,475,,757,,2324,,2398,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
VERMONT,2018,5,,-,22,,41,,,-,171,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
MISSISSIPPI,2018,5,403,,385,,737,,1093,,776,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
FLORIDA,2018,5,1123,,1988,,2424,,7018,,8264,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
WEST VIRGINIA,2018,5,,-,73,,130,,,-,486,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
W.S. CENTRAL,2018,5,4156,,4036,,5416,,6783,,19371,,,-,0,,3,,2,,,-,,
CALIFORNIA,2018,5,448,,4240,,4730,,15721,,21112,,19,,74,,139,,127,,448,,"CALIFORNIA
(37.640735, -121.002435)",
MISSOURI,2018,5,228,,632,,840,,2495,,2967,,1,,0,,2,,3,,2,,"MISSOURI
(38.636168, -92.566292)",
KENTUCKY,2018,5,,-,367,,512,,,-,2035,,,-,0,,1,,,-,1,,"KENTUCKY
(37.64591, -84.774043)",
TENNESSEE,2018,5,148,,652,,806,,783,,3771,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
UTAH,2018,5,139,,195,,302,,850,,983,,,-,1,,4,,,-,3,,"UTAH
(39.359772, -111.584173)",
NEW YORK CITY,2018,5,979,,1418,,1588,,5889,,7168,,,N,0,,0,,,N,,N,,
MICHIGAN,2018,5,190,,927,,1093,,2501,,4965,,,-,0,,2,,1,,4,,"MICHIGAN
(44.66399, -84.711206)",
UNITED STATES,2018,5,14952,,32276,,35250,,91049,,157352,,210,,229,,378,,1353,,1089,,,
SOUTH CAROLINA,2018,5,,-,594,,2152,,,-,3080,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
WISCONSIN,2018,5,351,,546,,643,,2330,,2875,,,-,0,,1,,,-,2,,"WISCONSIN
(44.395526, -89.834513)",
E.S. CENTRAL,2018,5,551,,2000,,2759,,2947,,9440,,,-,0,,1,,,-,1,,,
IDAHO,2018,5,,-,114,,179,,310,,33,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MOUNTAIN,2018,5,763,,2299,,3025,,5987,,9187,,188,,123,,327,,1217,,620,,,
VIRGINIA,2018,5,854,,759,,1605,,3477,,3342,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
GUAM,2018,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
DIST. OF COL.,2018,5,119,,163,,426,,859,,883,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
PACIFIC,2018,5,1413,,5329,,5814,,19990,,26367,,19,,75,,139,,127,,449,,,
NEW YORK,2018,5,913,,885,,1625,,3742,,3419,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
MID. ATLANTIC,2018,5,3225,,4140,,5074,,17444,,23302,,,-,0,,0,,,-,,-,,
OKLAHOMA,2018,5,45,,340,,405,,895,,1732,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
E.N. CENTRAL,2018,5,1489,,4416,,4909,,13590,,24144,,2,,1,,4,,3,,9,,,
NORTH DAKOTA,2018,5,,-,61,,78,,2,,310,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NORTH CAROLINA,2018,5,,-,1201,,1333,,264,,6220,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
NEVADA,2018,5,,-,258,,350,,15,,1230,,,-,3,,10,,1,,11,,"NEVADA
(39.491833, -117.070159)",
HAWAII,2018,5,,-,130,,169,,,-,721,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
ILLINOIS,2018,5,,-,1061,,1461,,1360,,7095,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
ALABAMA,2018,5,,-,556,,953,,1071,,2858,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
NEW MEXICO,2018,5,67,,249,,455,,483,,1122,,,-,0,,2,,4,,,-,"NEW MEXICO
(34.520396, -106.244402)",
LOUISIANA,2018,5,738,,625,,1678,,1287,,2404,,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
DELAWARE,2018,5,,-,102,,149,,299,,502,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MONTANA,2018,5,,-,87,,163,,192,,550,,,-,0,,3,,,-,2,,"MONTANA
(47.062617, -109.430168)",
PUERTO RICO,2018,5,91,,109,,242,,227,,801,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
VIRGIN ISL.,2018,5,,-,10,,21,,,-,52,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MASSACHUSETTS,2018,5,,-,574,,683,,1841,,2774,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
CONNECTICUT,2018,5,,-,202,,643,,,-,1052,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
NEW HAMPSHIRE,2018,5,,-,74,,185,,,-,878,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
GEORGIA,2018,5,414,,1214,,1396,,4106,,6393,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
WYOMING,2018,5,32,,42,,78,,182,,153,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
SOUTH DAKOTA,2018,5,19,,80,,120,,300,,442,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
ARIZONA,2018,5,445,,763,,1629,,1978,,2609,,188,,118,,324,,1212,,604,,"ARIZONA
(34.869712, -111.760902)",
S. ATLANTIC,2018,5,2971,,6868,,8433,,17584,,30631,,,-,0,,2,,,-,,-,,
NEW JERSEY,2018,5,290,,684,,846,,2795,,3438,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
W.N. CENTRAL,2018,5,382,,1900,,2231,,4858,,9355,,1,,1,,4,,4,,10,,,
RHODE ISLAND,2018,5,2,,86,,318,,25,,116,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
OREGON,2018,5,375,,365,,545,,1881,,1643,,,-,0,,1,,,-,1,,"OREGON
(44.567912, -120.156945)",
OHIO,2018,5,602,,1170,,1316,,4840,,6081,,2,,0,,4,,2,,3,,"OHIO
(40.056807, -82.405897)",
COLORADO,2018,5,80,,495,,790,,1977,,2507,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
MINNESOTA,2018,5,,-,442,,538,,,-,2340,,,-,1,,4,,,-,8,,"MINNESOTA
(46.357661, -94.793397)",
NEW ENGLAND,2018,5,2,,1005,,1355,,1866,,5555,,,-,0,,1,,,-,,-,,
AMER. SAMOA,2018,5,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
MAINE,2018,5,,-,33,,137,,,-,564,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
INDIANA,2018,5,346,,649,,891,,2559,,3128,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
ALASKA,2018,5,,-,111,,155,,64,,493,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
PENNSYLVANIA,2018,5,1043,,1105,,2003,,5018,,9277,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
KANSAS,2018,5,,-,265,,314,,737,,1279,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
IOWA,2018,5,82,,265,,338,,1022,,1299,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MINNESOTA,2018,6,,-,446,,547,,,-,2848,,,-,1,,4,,,-,10,,"MINNESOTA
(46.357661, -94.793397)",
WYOMING,2018,6,43,,42,,78,,237,,182,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
COLORADO,2018,6,523,,492,,790,,2765,,3137,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
GEORGIA,2018,6,464,,1214,,1396,,5405,,7791,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
TEXAS,2018,6,3299,,2847,,3504,,8450,,18176,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
ARKANSAS,2018,6,1,,212,,744,,5,,583,,,-,0,,2,,2,,,-,"ARKANSAS
(34.748745, -92.275105)",
NEVADA,2018,6,,-,257,,350,,19,,1565,,,-,3,,10,,1,,15,,"NEVADA
(39.491833, -117.070159)",
SOUTH DAKOTA,2018,6,6,,79,,120,,392,,523,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35371, -100.373709)",
TENNESSEE,2018,6,232,,662,,839,,1015,,4526,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
OHIO,2018,6,616,,1167,,1317,,6029,,7320,,,-,0,,4,,2,,3,,"OHIO
(40.056807, -82.405897)",
IOWA,2018,6,74,,262,,338,,1290,,1569,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
AMER. SAMOA,2018,6,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,
ARIZONA,2018,6,334,,763,,1629,,2399,,3138,,185,,120,,324,,1434,,713,,"ARIZONA
(34.869712, -111.760902)",
MONTANA,2018,6,,-,85,,154,,192,,652,,,-,0,,3,,,-,2,,"MONTANA
(47.062617, -109.430168)",
UNITED STATES,2018,6,14435,,32291,,34917,,120160,,191222,,205,,234,,378,,1602,,1279,,,
NORTH CAROLINA,2018,6,,-,1202,,1329,,1473,,7551,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MID. ATLANTIC,2018,6,2086,,4141,,4816,,20692,,27897,,,-,0,,0,,,-,,-,,
NEW JERSEY,2018,6,242,,684,,846,,3429,,4016,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
OKLAHOMA,2018,6,73,,337,,405,,1195,,2092,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
MASSACHUSETTS,2018,6,425,,581,,677,,3246,,3256,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
MOUNTAIN,2018,6,1036,,2303,,3024,,7472,,11318,,185,,126,,327,,1441,,734,,,
MARYLAND,2018,6,,-,626,,1247,,1561,,2112,,,-,0,,2,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
MICHIGAN,2018,6,201,,927,,1093,,3089,,5982,,,-,0,,2,,1,,4,,"MICHIGAN
(44.66399, -84.711206)",
MISSISSIPPI,2018,6,,-,396,,737,,1093,,858,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
VIRGIN ISL.,2018,6,,-,10,,21,,,-,62,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
SOUTH CAROLINA,2018,6,804,,588,,2152,,817,,3706,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW ENGLAND,2018,6,446,,995,,1404,,3292,,6500,,,-,0,,1,,,-,,-,,
VIRGINIA,2018,6,799,,764,,1605,,4275,,4258,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
MAINE,2018,6,,-,4,,117,,,-,654,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
ILLINOIS,2018,6,59,,1108,,1425,,2189,,8571,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
WASHINGTON,2018,6,413,,475,,757,,2737,,2907,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2018,6,866,,1105,,1919,,6085,,11197,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
WEST VIRGINIA,2018,6,,-,73,,139,,,-,660,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
MISSOURI,2018,6,162,,632,,840,,3286,,3688,,,-,0,,2,,3,,2,,"MISSOURI
(38.636168, -92.566292)",
IDAHO,2018,6,,-,114,,179,,310,,48,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
ALABAMA,2018,6,,-,555,,953,,1071,,3510,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
CONNECTICUT,2018,6,,-,199,,643,,,-,1259,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
S. ATLANTIC,2018,6,3440,,6849,,8437,,24240,,37857,,,-,0,,2,,,-,,-,,
NORTH DAKOTA,2018,6,9,,61,,78,,275,,380,,,-,0,,1,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
DIST. OF COL.,2018,6,165,,163,,426,,1102,,982,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
W.N. CENTRAL,2018,6,344,,1895,,2240,,6816,,11475,,,-,1,,4,,4,,13,,,
FLORIDA,2018,6,1208,,1987,,2425,,9308,,10163,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
HAWAII,2018,6,,-,130,,169,,,-,877,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEW HAMPSHIRE,2018,6,,-,73,,157,,,-,981,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KENTUCKY,2018,6,,-,365,,465,,,-,2491,,,-,0,,1,,,-,1,,"KENTUCKY
(37.64591, -84.774043)",
INDIANA,2018,6,357,,648,,891,,3210,,3840,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
PACIFIC,2018,6,1256,,5349,,5819,,25501,,31899,,20,,74,,139,,152,,522,,,
UTAH,2018,6,136,,195,,342,,1067,,1194,,,-,1,,4,,,-,4,,"UTAH
(39.359772, -111.584173)",
PUERTO RICO,2018,6,,-,107,,242,,227,,1031,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
NEW YORK CITY,2018,6,978,,1419,,1589,,7436,,8497,,,N,0,,0,,,N,,N,,
C.N.M.I.,2018,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
E.N. CENTRAL,2018,6,1530,,4490,,5060,,17337,,29102,,,-,1,,4,,3,,9,,,
CALIFORNIA,2018,6,435,,4248,,4735,,20402,,25527,,19,,73,,139,,151,,521,,"CALIFORNIA
(37.640735, -121.002435)",
NEW YORK,2018,6,,-,888,,1625,,3742,,4187,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
NEW MEXICO,2018,6,,-,248,,455,,483,,1402,,,-,0,,3,,6,,,-,"NEW MEXICO
(34.520396, -106.244402)",
GUAM,2018,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
OREGON,2018,6,408,,365,,545,,2298,,1984,,1,,0,,1,,1,,1,,"OREGON
(44.567912, -120.156945)",
RHODE ISLAND,2018,6,21,,86,,327,,46,,138,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
LOUISIANA,2018,6,692,,633,,1678,,1981,,2938,,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
W.S. CENTRAL,2018,6,4065,,4036,,5416,,11631,,23789,,,-,0,,3,,2,,,-,,
E.S. CENTRAL,2018,6,232,,2009,,2769,,3179,,11385,,,-,0,,1,,,-,1,,,
VERMONT,2018,6,,-,22,,41,,,-,212,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
NEBRASKA,2018,6,,-,165,,233,,302,,926,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
WISCONSIN,2018,6,297,,544,,639,,2820,,3389,,,-,0,,1,,,-,2,,"WISCONSIN
(44.395526, -89.834513)",
DELAWARE,2018,6,,-,101,,148,,299,,634,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ALASKA,2018,6,,-,111,,155,,64,,604,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
KANSAS,2018,6,93,,265,,314,,1271,,1541,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
CALIFORNIA,2018,7,183,,4259,,4737,,24471,,29538,,20,,73,,136,,186,,604,,"CALIFORNIA
(37.640735, -121.002435)",
DELAWARE,2018,7,77,,101,,148,,577,,744,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
INDIANA,2018,7,302,,648,,891,,3845,,4457,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
NEW JERSEY,2018,7,295,,684,,846,,4103,,4692,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
OHIO,2018,7,637,,1164,,1317,,7167,,8492,,1,,0,,4,,3,,3,,"OHIO
(40.056807, -82.405897)",
PENNSYLVANIA,2018,7,905,,1102,,1898,,7237,,13095,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
RHODE ISLAND,2018,7,27,,86,,468,,73,,197,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ARIZONA,2018,7,824,,770,,1629,,3611,,3643,,157,,121,,319,,1587,,824,,"ARIZONA
(34.869712, -111.760902)",
VIRGIN ISL.,2018,7,,-,10,,21,,,-,77,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
