REGION,YEAR,WEEK,"Hepatitis B, perinatal infection, Current week","Hepatitis B, perinatal infection, Current week, flag","Hepatitis B, perinatal infection, Previous 52 weeks Max† ","Hepatitis B, perinatal infection, Previous 52 weeks Max† , flag","Hepatitis B, perinatal infection, Cum 2019†","Hepatitis B, perinatal infection, Cum 2019†, flag","Hepatitis B, perinatal infection, Cum 2018†","Hepatitis B, perinatal infection, Cum 2018†, flag","Hepatitis C (viral, acute)§, Confirmed, Current week","Hepatitis C (viral, acute)§, Confirmed, Current week, flag","Hepatitis C (viral, acute), Confirmed, Previous 52 weeks Max","Hepatitis C (viral, acute)§, Previous 52 weeks Max† , flag","Hepatitis C (viral, acute)§, Confirmed, Cum 2019†","Hepatitis C (viral, acute)§, Confirmed, Cum 2019†, flag","Hepatitis C (viral, acute)§, Confirmed, Cum 2018†","Hepatitis C (viral, acute)§, Confirmed, Cum 2018†, flag","Hepatitis C (viral, acute)§,  Probable, Current week","Hepatitis C (viral, acute)§, Probable, Current week, flag","Hepatitis C (viral, acute)§, Probable, Previous 52 weeks Max† ","Hepatitis C (viral, acute)§, Probable, Previous 52 weeks Max† , flag","Hepatitis C (viral, acute)§, Probable, Cum 2019†","Hepatitis C (viral, acute)§, Probable, Cum 2019†, flag","Hepatitis C (viral, acute)§, Probable, Cum 2018†","Hepatitis C (viral, acute)§, Probable, Cum 2018†, flag",Location 1,Location 2,,,,
NEW JERSEY,2021,11,,-,0,,,-,,-,,-,2,,,-,31,,,-,0,,,-,2,,NEW JERSEY,,20211110,POINT (-74.655514 40.110253),2447,46
NEW YORK,2021,11,,-,0,,,-,1,,1,,22,,7,,28,,3,,8,,5,,7,,NEW YORK,,20211111,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2021,11,,-,0,,,-,,-,,-,0,,,-,14,,,-,0,,,-,11,,,NEW YORK CITY,20211112,,,
PENNSYLVANIA,2021,11,,-,1,,,-,1,,,-,7,,6,,37,,1,,1,,1,,5,,PENNSYLVANIA,,20211113,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2021,11,,-,1,,,-,1,,,-,18,,25,,221,,1,,5,,11,,36,,,EAST NORTH CENTRAL,20211114,,,
ILLINOIS,2021,11,,-,0,,,-,,-,,-,3,,3,,23,,,-,2,,,-,4,,ILLINOIS,,20211115,POINT (-89.148632 40.124144),1721,34
INDIANA,2021,11,,-,1,,,-,,-,,-,14,,,-,66,,,-,1,,,-,6,,INDIANA,,20211116,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2021,11,,-,0,,,-,,-,,-,5,,9,,39,,1,,2,,4,,7,,MICHIGAN,,20211117,POINT (-85.730977 44.874798),1262,50
OHIO,2021,11,,-,0,,,-,1,,,-,6,,7,,77,,,-,3,,7,,19,,OHIO,,20211118,POINT (-82.70936 40.415534),592,38
WISCONSIN,2021,11,,-,0,,,-,,-,,-,4,,6,,16,,,-,1,,,-,,-,WISCONSIN,,20211119,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2021,11,,-,0,,,-,,-,1,,5,,10,,35,,,-,2,,,-,4,,,WEST NORTH CENTRAL,20211120,,,
IOWA,2021,11,,-,0,,,-,,-,,-,2,,4,,4,,,-,0,,,-,,-,IOWA,,20211121,POINT (-93.500061 42.074659),299,16
KANSAS,2021,11,,-,0,,,-,,-,,-,1,,,-,3,,,-,1,,,-,1,,KANSAS,,20211122,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2021,11,,-,0,,,-,,-,,-,3,,,-,17,,,-,1,,,-,1,,MINNESOTA,,20211123,POINT (-94.198308 46.349153),1400,1
MISSOURI,2021,11,,-,0,,,-,,-,,-,2,,,-,8,,,-,0,,,-,,-,MISSOURI,,20211124,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2021,11,,-,0,,,-,,-,,-,1,,,-,,-,,-,1,,,-,1,,NEBRASKA,,20211125,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2021,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20211126,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2021,11,,-,0,,,-,,-,1,,2,,6,,3,,,-,1,,,-,1,,SOUTH DAKOTA,,20211127,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2021,11,,-,1,,,-,1,,,-,111,,202,,457,,1,,22,,24,,120,,,SOUTH ATLANTIC,20211128,,,
DELAWARE,2021,11,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,DELAWARE,,20211129,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2021,11,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211130,POINT (-77.016275 38.904785),1049,44
FLORIDA,2021,11,,-,0,,,-,,-,,-,109,,195,,325,,1,,17,,21,,71,,FLORIDA,,20211131,POINT (-82.420978 28.260731),1080,30
GEORGIA,2021,11,,-,1,,,-,,-,,-,5,,5,,34,,,-,4,,2,,13,,GEORGIA,,20211132,POINT (-83.426574 32.638481),1611,31
MARYLAND,2021,11,,-,0,,,-,1,,,-,3,,,-,15,,,-,1,,,-,3,,MARYLAND,,20211133,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2021,11,,-,0,,,-,,-,,-,3,,,-,33,,,-,2,,,-,7,,NORTH CAROLINA,,20211134,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2021,11,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,1,,SOUTH CAROLINA,,20211135,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2021,11,,-,0,,,-,,-,,-,2,,,-,16,,,-,2,,1,,5,,VIRGINIA,,20211136,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2021,11,,-,0,,,-,,-,,-,9,,2,,32,,,-,4,,,-,20,,WEST VIRGINIA,,20211137,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2021,11,,-,0,,,-,,-,2,,12,,29,,89,,2,,8,,35,,47,,,EAST SOUTH CENTRAL,20211138,,,
ALABAMA,2021,11,,-,0,,,-,,-,,-,1,,,-,2,,,-,1,,1,,1,,ALABAMA,,20211139,POINT (-86.844516 32.756889),94,29
KENTUCKY,2021,11,,-,0,,,-,,-,1,,10,,17,,26,,1,,6,,16,,24,,KENTUCKY,,20211140,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2021,11,,-,0,,,-,,-,,-,3,,,-,19,,,-,3,,10,,4,,MISSISSIPPI,,20211141,POINT (-89.65344 32.713378),494,32
TENNESSEE,2021,11,,-,0,,,-,,-,1,,6,,12,,42,,1,,4,,8,,18,,TENNESSEE,,20211142,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2021,11,,-,1,,,-,,-,,-,41,,63,,46,,,-,9,,8,,8,,,WEST SOUTH CENTRAL,20211143,,,
ARKANSAS,2021,11,,-,0,,,-,,-,,-,6,,6,,8,,,-,6,,8,,5,,ARKANSAS,,20211144,POINT (-92.439162 34.899825),998,15
LOUISIANA,2021,11,,-,1,,,-,,-,,-,39,,56,,31,,,-,1,,,-,1,,LOUISIANA,,20211145,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2021,11,,-,0,,,-,,-,,-,5,,,-,,-,,-,2,,,-,,-,OKLAHOMA,,20211146,POINT (-97.508297 35.583449),712,20
TEXAS,2021,11,,-,1,,,-,,-,,-,1,,1,,7,,,-,2,,,-,2,,TEXAS,,20211147,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2021,11,,-,0,,,-,,-,,-,6,,22,,34,,2,,4,,24,,11,,,MOUNTAIN,20211148,,,
ARIZONA,2021,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20211149,POINT (-111.664616 34.293239),987,7
COLORADO,2021,11,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,COLORADO,,20211150,POINT (-105.547832 38.998552),1062,9
IDAHO,2021,11,,-,0,,,-,,-,,-,1,,,-,1,,,-,1,,,-,,-,IDAHO,,20211151,POINT (-114.659366 44.389073),1730,5
MONTANA,2021,11,,-,0,,,-,,-,,-,2,,4,,4,,1,,0,,1,,1,,MONTANA,,20211152,POINT (-109.645127 47.033521),2283,2
NEVADA,2021,11,,-,0,,,-,,-,,-,1,,,-,4,,,-,1,,,-,1,,NEVADA,,20211153,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2021,11,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,NEW MEXICO,,20211154,POINT (-106.108388 34.421369),616,11
UTAH,2021,11,,-,0,,,-,,-,,-,5,,18,,23,,1,,4,,23,,9,,UTAH,,20211155,POINT (-111.678222 39.323779),900,13
WYOMING,2021,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20211156,POINT (-107.55145 42.999627),3084,14
PACIFIC,2021,11,,-,1,,1,,,-,1,,6,,7,,58,,2,,3,,5,,9,,,PACIFIC,20211157,,,
ALASKA,2021,11,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,ALASKA,,20211158,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2021,11,,-,1,,1,,,-,,-,3,,1,,31,,,-,1,,,-,5,,CALIFORNIA,,20211159,POINT (-119.662127 37.211164),1196,8
HAWAII,2021,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20211160,POINT (-157.854309 21.361013),1657,4
OREGON,2021,11,,-,0,,,-,,-,1,,3,,4,,12,,2,,1,,4,,1,,OREGON,,20211161,POINT (-120.605279 43.940449),719,12
WASHINGTON,2021,11,,-,0,,,-,,-,,-,3,,2,,15,,,-,2,,1,,3,,WASHINGTON,,20211162,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2021,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20211163,,,
AMERICAN SAMOA,2021,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20211164,,,
NORTHERN MARIANA ISLANDS,2021,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211165,POINT (145.725693 15.1834),,
GUAM,2021,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20211166,POINT (144.653198 13.3532),,
PUERTO RICO,2021,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20211167,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2021,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211168,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2021,11,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20211169,,,
TOTAL,2021,11,,-,1,,1,,4,,7,,162,,395,,1090,,15,,35,,126,,273,,,TOTAL,20211170,,,
US RESIDENTS,2021,12,,-,1,,1,,4,,18,,168,,451,,1155,,9,,35,,141,,297,,,US RESIDENTS,20211201,,,
NEW ENGLAND,2021,12,,-,1,,,-,,-,,-,9,,24,,43,,,-,5,,12,,13,,,NEW ENGLAND,20211202,,,
CONNECTICUT,2021,12,,-,0,,,-,,-,,-,1,,,-,3,,,-,0,,,-,,-,CONNECTICUT,,20211203,POINT (-72.738288 41.575155),1043,24
MAINE,2021,12,,-,0,,,-,,-,,-,9,,23,,36,,,-,3,,12,,8,,MAINE,,20211204,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2021,12,,-,1,,,-,,-,,-,0,,,-,2,,,-,0,,,-,,-,MASSACHUSETTS,,20211205,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2021,12,,-,0,,,-,,-,,-,1,,1,,2,,,-,2,,,-,5,,NEW HAMPSHIRE,,20211206,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2021,12,,U,,NC,,U,,U,,U,,NC,,U,,U,,U,,NC,,U,,U,RHODE ISLAND,,20211207,POINT (-71.534637 41.572574),2703,27
VERMONT,2021,12,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,VERMONT,,20211208,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2021,12,,-,0,,,-,2,,2,,28,,15,,114,,,-,8,,6,,24,,,MIDDLE ATLANTIC,20211209,,,
NEW JERSEY,2021,12,,-,0,,,-,,-,,-,2,,,-,32,,,-,0,,,-,2,,NEW JERSEY,,20211210,POINT (-74.655514 40.110253),2447,46
NEW YORK,2021,12,,-,0,,,-,1,,1,,23,,8,,28,,,-,8,,5,,6,,NEW YORK,,20211211,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2021,12,,-,0,,,-,,-,,-,0,,,-,14,,,-,0,,,-,11,,,NEW YORK CITY,20211212,,,
PENNSYLVANIA,2021,12,,-,0,,,-,1,,1,,7,,7,,40,,,-,1,,1,,5,,PENNSYLVANIA,,20211213,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2021,12,,-,1,,,-,1,,1,,18,,29,,233,,,-,5,,11,,38,,,EAST NORTH CENTRAL,20211214,,,
ILLINOIS,2021,12,,-,0,,,-,,-,,-,3,,3,,26,,,-,2,,,-,4,,ILLINOIS,,20211215,POINT (-89.148632 40.124144),1721,34
INDIANA,2021,12,,-,1,,,-,,-,,-,14,,,-,70,,,-,1,,,-,6,,INDIANA,,20211216,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2021,12,,-,0,,,-,,-,,-,5,,10,,40,,,-,2,,4,,7,,MICHIGAN,,20211217,POINT (-85.730977 44.874798),1262,50
OHIO,2021,12,,-,0,,,-,1,,,-,6,,7,,80,,,-,3,,7,,21,,OHIO,,20211218,POINT (-82.70936 40.415534),592,38
WISCONSIN,2021,12,,-,0,,,-,,-,1,,4,,9,,17,,,-,1,,,-,,-,WISCONSIN,,20211219,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2021,12,,-,0,,,-,,-,,-,5,,10,,37,,,-,2,,,-,4,,,WEST NORTH CENTRAL,20211220,,,
IOWA,2021,12,,-,0,,,-,,-,,-,2,,4,,4,,,-,0,,,-,,-,IOWA,,20211221,POINT (-93.500061 42.074659),299,16
KANSAS,2021,12,,-,0,,,-,,-,,-,1,,,-,3,,,-,1,,,-,1,,KANSAS,,20211222,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2021,12,,-,0,,,-,,-,,-,3,,,-,18,,,-,1,,,-,1,,MINNESOTA,,20211223,POINT (-94.198308 46.349153),1400,1
MISSOURI,2021,12,,-,0,,,-,,-,,-,2,,,-,9,,,-,0,,,-,,-,MISSOURI,,20211224,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2021,12,,-,0,,,-,,-,,-,1,,,-,,-,,-,1,,,-,1,,NEBRASKA,,20211225,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20211226,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2021,12,,-,0,,,-,,-,,-,2,,6,,3,,,-,1,,,-,1,,SOUTH DAKOTA,,20211227,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2021,12,,-,1,,,-,1,,2,,112,,227,,483,,,-,22,,30,,129,,,SOUTH ATLANTIC,20211228,,,
DELAWARE,2021,12,,-,0,,,-,,-,1,,1,,1,,2,,,-,0,,,-,,-,DELAWARE,,20211229,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2021,12,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211230,POINT (-77.016275 38.904785),1049,44
FLORIDA,2021,12,,-,0,,,-,,-,1,,109,,219,,341,,,-,17,,27,,75,,FLORIDA,,20211231,POINT (-82.420978 28.260731),1080,30
GEORGIA,2021,12,,-,1,,,-,,-,,-,5,,5,,36,,,-,4,,2,,17,,GEORGIA,,20211232,POINT (-83.426574 32.638481),1611,31
MARYLAND,2021,12,,-,0,,,-,1,,,-,3,,,-,17,,,-,1,,,-,3,,MARYLAND,,20211233,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2021,12,,-,0,,,-,,-,,-,3,,,-,34,,,-,2,,,-,7,,NORTH CAROLINA,,20211234,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2021,12,,-,1,,,-,,-,,-,0,,,-,1,,,-,0,,,-,1,,SOUTH CAROLINA,,20211235,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2021,12,,-,0,,,-,,-,,-,1,,,-,18,,,-,2,,1,,6,,VIRGINIA,,20211236,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2021,12,,-,0,,,-,,-,,-,9,,2,,34,,,-,4,,,-,20,,WEST VIRGINIA,,20211237,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2021,12,,-,0,,,-,,-,11,,12,,42,,99,,7,,8,,43,,56,,,EAST SOUTH CENTRAL,20211238,,,
ALABAMA,2021,12,,-,0,,,-,,-,,-,1,,,-,2,,,-,1,,1,,1,,ALABAMA,,20211239,POINT (-86.844516 32.756889),94,29
KENTUCKY,2021,12,,-,0,,,-,,-,10,,10,,28,,31,,4,,5,,20,,31,,KENTUCKY,,20211240,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2021,12,,-,0,,,-,,-,,-,3,,,-,22,,,-,3,,10,,6,,MISSISSIPPI,,20211241,POINT (-89.65344 32.713378),494,32
TENNESSEE,2021,12,,-,0,,,-,,-,1,,6,,14,,44,,3,,4,,12,,18,,TENNESSEE,,20211242,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2021,12,,-,1,,,-,,-,,-,42,,68,,48,,1,,11,,9,,10,,,WEST SOUTH CENTRAL,20211243,,,
ARKANSAS,2021,12,,-,0,,,-,,-,,-,6,,6,,9,,1,,6,,9,,6,,ARKANSAS,,20211244,POINT (-92.439162 34.899825),998,15
LOUISIANA,2021,12,,-,1,,,-,,-,,-,40,,61,,31,,,-,1,,,-,1,,LOUISIANA,,20211245,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2021,12,,-,0,,,-,,-,,-,7,,,-,1,,,-,9,,,-,1,,OKLAHOMA,,20211246,POINT (-97.508297 35.583449),712,20
TEXAS,2021,12,,-,1,,,-,,-,,-,2,,1,,7,,,-,2,,,-,2,,TEXAS,,20211247,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2021,12,,-,0,,,-,,-,,-,5,,25,,37,,1,,4,,23,,12,,,MOUNTAIN,20211248,,,
ARIZONA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20211249,POINT (-111.664616 34.293239),987,7
COLORADO,2021,12,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,-,COLORADO,,20211250,POINT (-105.547832 38.998552),1062,9
IDAHO,2021,12,,-,0,,,-,,-,,-,1,,,-,1,,,-,1,,,-,,-,IDAHO,,20211251,POINT (-114.659366 44.389073),1730,5
MONTANA,2021,12,,-,0,,,-,,-,,-,2,,4,,5,,,-,1,,1,,1,,MONTANA,,20211252,POINT (-109.645127 47.033521),2283,2
NEVADA,2021,12,,-,0,,,-,,-,,-,1,,,-,5,,,-,1,,,-,1,,NEVADA,,20211253,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2021,12,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,,-,NEW MEXICO,,20211254,POINT (-106.108388 34.421369),616,11
UTAH,2021,12,,-,0,,,-,,-,,-,5,,21,,24,,1,,4,,22,,10,,UTAH,,20211255,POINT (-111.678222 39.323779),900,13
WYOMING,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20211256,POINT (-107.55145 42.999627),3084,14
PACIFIC,2021,12,,-,1,,1,,,-,2,,6,,11,,61,,,-,3,,7,,11,,,PACIFIC,20211257,,,
ALASKA,2021,12,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,ALASKA,,20211258,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2021,12,,-,1,,1,,,-,,-,3,,1,,33,,,-,1,,2,,7,,CALIFORNIA,,20211259,POINT (-119.662127 37.211164),1196,8
HAWAII,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20211260,POINT (-157.854309 21.361013),1657,4
OREGON,2021,12,,-,0,,,-,,-,2,,3,,6,,13,,,-,2,,4,,1,,OREGON,,20211261,POINT (-120.605279 43.940449),719,12
WASHINGTON,2021,12,,-,0,,,-,,-,,-,3,,4,,15,,,-,2,,1,,3,,WASHINGTON,,20211262,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20211263,,,
AMERICAN SAMOA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20211264,,,
NORTHERN MARIANA ISLANDS,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211265,POINT (145.725693 15.1834),,
GUAM,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20211266,POINT (144.653198 13.3532),,
PUERTO RICO,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20211267,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211268,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20211269,,,
TOTAL,2021,12,,-,1,,1,,4,,18,,168,,451,,1155,,9,,35,,141,,297,,,TOTAL,20211270,,,
US RESIDENTS,2021,13,3,,1,,4,,4,,13,,170,,499,,1231,,13,,36,,166,,319,,,US RESIDENTS,20211301,,,
NEW ENGLAND,2021,13,,-,1,,,-,,-,,-,9,,24,,49,,,-,5,,15,,14,,,NEW ENGLAND,20211302,,,
CONNECTICUT,2021,13,,-,0,,,-,,-,,-,1,,,-,5,,,-,0,,,-,,-,CONNECTICUT,,20211303,POINT (-72.738288 41.575155),1043,24
MAINE,2021,13,,-,0,,,-,,-,,-,9,,23,,40,,,-,3,,12,,8,,MAINE,,20211304,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2021,13,,-,1,,,-,,-,,-,0,,,-,2,,,-,0,,,-,,-,MASSACHUSETTS,,20211305,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2021,13,,-,0,,,-,,-,,-,1,,1,,2,,,-,2,,3,,6,,NEW HAMPSHIRE,,20211306,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2021,13,,U,,NC,,U,,U,,U,,NC,,U,,U,,U,,NC,,U,,U,RHODE ISLAND,,20211307,POINT (-71.534637 41.572574),2703,27
VERMONT,2021,13,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,VERMONT,,20211308,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2021,13,3,,0,,3,,2,,1,,28,,17,,121,,,-,8,,5,,25,,,MIDDLE ATLANTIC,20211309,,,
NEW JERSEY,2021,13,,-,0,,,-,,-,,-,2,,,-,32,,,-,0,,,-,2,,NEW JERSEY,,20211310,POINT (-74.655514 40.110253),2447,46
NEW YORK,2021,13,,-,0,,,-,1,,1,,23,,10,,32,,,-,8,,4,,7,,NEW YORK,,20211311,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2021,13,,-,0,,,-,,-,,-,0,,,-,14,,,-,0,,,-,11,,,NEW YORK CITY,20211312,,,
PENNSYLVANIA,2021,13,3,,0,,3,,1,,,-,7,,7,,43,,,-,1,,1,,5,,PENNSYLVANIA,,20211313,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2021,13,,-,1,,,-,1,,,-,19,,35,,253,,,-,5,,15,,39,,,EAST NORTH CENTRAL,20211314,,,
ILLINOIS,2021,13,,-,0,,,-,,-,,-,3,,3,,28,,,-,2,,,-,4,,ILLINOIS,,20211315,POINT (-89.148632 40.124144),1721,34
INDIANA,2021,13,,-,1,,,-,,-,,-,15,,,-,78,,,-,2,,,-,7,,INDIANA,,20211316,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2021,13,,-,0,,,-,,-,,-,5,,10,,44,,,-,2,,4,,7,,MICHIGAN,,20211317,POINT (-85.730977 44.874798),1262,50
OHIO,2021,13,,-,0,,,-,1,,,-,6,,13,,81,,,-,3,,11,,21,,OHIO,,20211318,POINT (-82.70936 40.415534),592,38
WISCONSIN,2021,13,,-,0,,,-,,-,,-,4,,9,,22,,,-,1,,,-,,-,WISCONSIN,,20211319,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2021,13,,-,0,,,-,,-,,-,5,,10,,37,,,-,2,,,-,4,,,WEST NORTH CENTRAL,20211320,,,
IOWA,2021,13,,-,0,,,-,,-,,-,2,,4,,4,,,-,0,,,-,,-,IOWA,,20211321,POINT (-93.500061 42.074659),299,16
KANSAS,2021,13,,-,0,,,-,,-,,-,1,,,-,3,,,-,1,,,-,1,,KANSAS,,20211322,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2021,13,,-,0,,,-,,-,,-,3,,,-,18,,,-,1,,,-,1,,MINNESOTA,,20211323,POINT (-94.198308 46.349153),1400,1
MISSOURI,2021,13,,-,0,,,-,,-,,-,2,,,-,9,,,-,0,,,-,,-,MISSOURI,,20211324,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2021,13,,-,0,,,-,,-,,-,1,,,-,,-,,-,1,,,-,1,,NEBRASKA,,20211325,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2021,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20211326,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2021,13,,-,0,,,-,,-,,-,2,,6,,3,,,-,1,,,-,1,,SOUTH DAKOTA,,20211327,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2021,13,,-,1,,,-,1,,3,,113,,253,,515,,2,,26,,35,,139,,,SOUTH ATLANTIC,20211328,,,
DELAWARE,2021,13,,-,0,,,-,,-,,-,1,,1,,8,,,-,0,,,-,,-,DELAWARE,,20211329,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2021,13,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211330,POINT (-77.016275 38.904785),1049,44
FLORIDA,2021,13,,-,0,,,-,,-,3,,110,,239,,354,,2,,23,,31,,79,,FLORIDA,,20211331,POINT (-82.420978 28.260731),1080,30
GEORGIA,2021,13,,-,1,,,-,,-,,-,5,,8,,38,,,-,4,,2,,18,,GEORGIA,,20211332,POINT (-83.426574 32.638481),1611,31
MARYLAND,2021,13,,-,0,,,-,1,,,-,3,,,-,17,,,-,1,,,-,3,,MARYLAND,,20211333,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2021,13,,-,0,,,-,,-,,-,3,,,-,36,,,-,2,,,-,8,,NORTH CAROLINA,,20211334,POINT (-79.130883 35.52603),2390,37
